country,points,price,province,region_1,region_2,variety,winery
France,90,10,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Château Camelot la Chapelle
France,90,28,Bordeaux,Cérons,,Bordeaux-style White Blend,Château du Seuil
France,90,35,Bordeaux,Bordeaux Supérieur,,Bordeaux-style Red Blend,Château Feret Lambert
France,90,,Bordeaux,Saint-Julien,,Bordeaux-style Red Blend,Château Gloria
France,90,46,Bordeaux,Castillon Côtes de Bordeaux,,Bordeaux-style Red Blend,Château La Croix Lartigue
France,90,17,Bordeaux,Bordeaux Supérieur,,Bordeaux-style Red Blend,Château Queyssard
France,90,18,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Château Roquefort
Argentina,90,19,Mendoza Province,Mendoza,,Red Blend,Clos de los Siete
Spain,90,25,Northern Spain,Ribera del Duero,,Tinto Fino,Emilio Moro
France,88,15,Beaujolais,Beaujolais-Villages,,Gamay,Château du Châtelard
France,88,16,Loire Valley,Vouvray,,Chenin Blanc,Château Moncontour
Australia,88,20,Victoria,Victoria,,Pinot Gris,Innocent Bystander
Portugal,88,20,Douro,,,Portuguese Red,Lavradores de Feitoria
Chile,88,14,Colchagua Valley,,,Cabernet Sauvignon,Luis Felipe Edwards
Australia,88,,Western Australia,Western Australia,,Riesling,Mad Fish
New Zealand,88,20,Waipara Valley,,,Riesling,Northfield
Chile,88,13,Maipo Valley,,,Merlot,Odfjell
New Zealand,88,20,Marlborough,,,Sauvignon Blanc,Oriel
Italy,88,,Tuscany,Chianti Classico,,Sangiovese,Ruffino
Italy,88,29,Tuscany,Vernaccia di San Gimignano,,Vernaccia,Signano
New Zealand,88,13,Marlborough,,,Sauvignon Blanc,Nick Goldschmidt
Chile,88,20,Lontué Valley,,,Malbec,Odfjell
US,88,20,California,Paso Robles,Central Coast,Rhône-style White Blend,Robert Hall
US,88,75,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Robert Young
South Africa,88,43,Stellenbosch,,,Red Blend,Rust en Vrede
Chile,88,18,Maule Valley,,,Cabernet Blend,Simone
Italy,88,,Tuscany,Chianti Classico,,Sangiovese,Spadaio e Piecorto
Australia,88,25,Tasmania,Tasmania,,Pinot Gris,Tamar Ridge
South Africa,88,36,Stellenbosch,,,Shiraz,Thelema
France,88,16,Loire Valley,Vouvray,,Chenin Blanc,Château Moncontour
US,88,14,California,California,California Other,Pinot Grigio,Clos du Bois
Chile,88,33,Casablanca Valley,,,Chardonnay,Concha y Toro
France,88,,Beaujolais,Juliénas,,Gamay,Domaine du Clos du Fief
France,88,,Loire Valley,Coteaux du Layon Saint Aubin,,Chenin Blanc,Domaine Philippe Delesvaux
US,94,65,California,Russian River Valley,Sonoma,Pinot Noir,Gary Farrell
US,94,75,California,Sonoma Coast,Sonoma,Pinot Noir,Guarachi Family
France,94,62,Bordeaux,Pauillac,,Bordeaux-style Red Blend,Château Clerc Milon
Italy,94,85,Tuscany,Brunello di Montalcino,,Sangiovese,Villa I Cipressi
Spain,94,58,Northern Spain,Rioja,,Tempranillo,Viñedos de Paganos
Italy,94,227,Tuscany,Bolgheri Sassicaia,,Red Blend,Tenuta San Guido
Italy,94,90,Tuscany,Brunello di Montalcino,,Sangiovese,Bolsignano
US,94,46,California,Russian River Valley,Sonoma,Zinfandel,Carlisle
US,94,30,California,Edna Valley,Central Coast,Chardonnay,Center of Effort
France,94,90,Bordeaux,Pauillac,,Bordeaux-style Red Blend,Château Duhart-Milon
Italy,94,,Tuscany,Brunello di Montalcino,,Sangiovese,Ciacci Piccolomini d'Aragona
Italy,94,95,Tuscany,Brunello di Montalcino,,Sangiovese,Le Potazzine
US,94,105,California,Yountville,Napa,Cabernet Sauvignon,Nickel & Nickel
France,94,60,Bordeaux,Sauternes,,Bordeaux-style White Blend,Château de Rayne Vigneau
France,94,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Malartic-Lagravière
Italy,94,50,Tuscany,Brunello di Montalcino,,Sangiovese,Pian delle Querci
France,91,58,Burgundy,Pouilly-Fuissé,,Chardonnay,Château de Fuissé
Australia,91,65,South Australia,Clarendon,,Grenache,Clarendon Hills
Austria,91,39,Wachau,,,Grüner Veltliner,Domäne Wachau
Italy,91,48,Southern Italy,Campania,,White Blend,Feudi di San Gregorio
Spain,91,50,Northern Spain,Ribera del Duero,,Tempranillo Blend,Rudeles
US,91,18,Oregon,Columbia Gorge (OR),Oregon Other,Gewürztraminer,Sineann
US,91,25,California,Sonoma Coast,Sonoma,Syrah,Spicerack
US,91,25,California,Paso Robles,Central Coast,Syrah,Sylvester
Italy,91,,Southern Italy,Taurasi,,Aglianico,Manimurci
US,91,14,Oregon,Columbia Gorge (OR),Oregon Other,Riesling,Viento
US,91,18,California,Santa Ynez Valley,Central Coast,Rhône-style Red Blend,Zaca Mesa
Australia,90,65,South Australia,Clarendon,,Grenache,Clarendon Hills
Austria,90,28,Wachau,,,Riesling,Domäne Wachau
Italy,90,33,Southern Italy,Fiano di Avellino,,Fiano,Feudi di San Gregorio
US,90,20,California,Anderson Valley,,Sauvignon Blanc,Foursight
US,90,21,California,Sonoma County,Sonoma,Sauvignon Blanc,Carica
Italy,90,,Southern Italy,Irpinia,,Aglianico,Tecce
Australia,90,100,Victoria,Victoria,,Roussanne,Giaconda
Australia,90,17,South Australia,McLaren Vale,,Shiraz-Grenache,Longwood
US,90,38,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Lucienne
US,90,24,California,Anderson Valley,,Chardonnay,Navarro
Italy,90,72,Southern Italy,Taurasi,,Aglianico,Salvatore Molettieri
Australia,90,40,Victoria,Mornington Peninsula,,Pinot Noir,Stonier
US,90,18,California,Anderson Valley,,Pinot Gris,Navarro
US,90,40,California,Anderson Valley,,Pinot Noir,Phillips Hill
US,90,18,California,Anderson Valley,,Riesling,Roessler
US,90,60,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Torii Mor
US,90,55,Oregon,Oregon,Oregon Other,Pinot Noir,Torii Mor
US,90,55,California,Mount Veeder,Napa,Zinfandel,Château Potelle
Australia,90,65,South Australia,McLaren Vale,,G-S-M,D'Arenberg
US,90,22,California,Dry Creek Valley,Sonoma,Zinfandel,Peterson
US,90,24,Oregon,Columbia Gorge (OR),Oregon Other,Chardonnay,Phelps Creek
Portugal,90,,Lisboa,,,Portuguese Red,Quinta de Chocapalha
Portugal,90,,Lisboa,,,Portuguese White,Quinta de Chocapalha
France,90,75,Rhône Valley,Condrieu,,Rhône-style White Blend,Tardieu-Laurent
Spain,90,25,Northern Spain,Ribera del Duero,,Tempranillo Blend,Viña Arnáiz
France,90,105,Rhône Valley,Châteauneuf-du-Pape,,Rhône-style White Blend,Château de Beaucastel
US,90,15,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,David Hill
Portugal,90,15,Alentejano,,,Portuguese Red,Fitapreta Vinhos
US,90,60,California,Napa Valley,Napa,Bordeaux-style Red Blend,Hestan
US,90,27,California,Dry Creek Valley,Sonoma,Zinfandel,Mauritson
US,90,195,California,Napa Valley,Napa,Bordeaux-style Red Blend,Opus One
Spain,90,28,Northern Spain,Rioja,,Tempranillo Blend,Sierra Cantabria
France,90,140,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Ausone
US,90,28,California,Red Hills Lake County,,Cabernet Sauvignon,Obsidian Ridge
US,90,38,California,Napa Valley,Napa,Cabernet Sauvignon,Raymond
US,90,29,California,Rutherford,Napa,Sauvignon Blanc,S.R. Tonella
US,90,64,California,St. Helena,Napa,Cabernet Sauvignon,Salvestrin
US,90,36,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Sineann
US,90,16,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Sweet Cheeks
Italy,90,53,Piedmont,Barolo,,Nebbiolo,Agostino Bosco
Argentina,90,24,Mendoza Province,Mendoza,,Malbec,Bodega Catena Zapata
Israel,90,40,Galilee,,,Cabernet Sauvignon,Carmel
Italy,90,80,Piedmont,Barolo,,Nebbiolo,Cascina Bruciata
Italy,90,18,Piedmont,Barbera d'Asti Superiore,,Barbera,Cascina Liuzzi
France,90,16,Southwest France,Cahors,,Malbec-Merlot,Château Eugénie
Italy,90,90,Piedmont,Barolo,,Nebbiolo,Chiara Boschis - E. Pira e Figli
US,90,10,California,California,California Other,Merlot,Dark Horse
US,90,25,California,Sonoma County,Sonoma,Zinfandel,Decoy
France,90,13,Southwest France,Côtes de Gascogne,,Red Blend,Domaine d'Arton
Israel,90,50,Judean Hills,,,Bordeaux-style Red Blend,Domaine du Castel
Germany,90,20,Mosel,,,Riesling,Dr. Pauly Bergweiler
US,90,28,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Antiquum Farm
US,90,28,Oregon,Willamette Valley,Willamette Valley,Sparkling Blend,Argyle
US,90,18,California,Russian River Valley,Sonoma,Gewürztraminer,Balletto
Italy,90,30,Piedmont,Barolo,,Nebbiolo,Cantina del Nebbiolo
France,90,16,Loire Valley,Muscadet Sèvre et Maine,,Melon,Château de la Ragotiere
Italy,90,,Piedmont,Barolo,,Nebbiolo,Clavesana
US,90,50,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Clos LaChance
US,90,30,California,Russian River Valley,Sonoma,Rhône-style White Blend,Davis Family
Germany,90,36,Mosel,,,Riesling,HPSepicurean
US,90,40,California,Sonoma Mountain,Sonoma,Cabernet Sauvignon,Laurel Glen
France,90,65,Burgundy,Mercurey,,Chardonnay,Louis Max
Italy,90,102,Piedmont,Barolo,,Nebbiolo,Luigi Oddero & Figli
Italy,90,40,Piedmont,Barolo,,Nebbiolo,Luigi Pira
US,92,28,Washington,Yakima Valley,Columbia Valley,Merlot,Stevens
Australia,92,70,Victoria,Yarra Valley,,Shiraz,Strathewen Hills
US,92,75,California,Oakville,Napa,Cabernet Sauvignon,Swanson
US,92,52,California,Paso Robles,Central Coast,Red Blend,Treana
Italy,92,105,Veneto,Amarone della Valpolicella Classico,,"Corvina, Rondinella, Molinara",Castellani Michele & Figli
Italy,92,65,Veneto,Amarone della Valpolicella Classico,,"Corvina, Rondinella, Molinara",Castellani Michele & Figli
Argentina,92,75,Mendoza Province,Mendoza,,Bordeaux-style Red Blend,Cheval des Andes
US,92,35,California,Santa Ynez Valley,Central Coast,Rhône-style Red Blend,Foxen
US,92,45,California,Sonoma Coast,Sonoma,Pinot Noir,Savannah-Chanelle
US,92,55,California,Sonoma County,Sonoma,Cabernet Sauvignon,Huge Bear
France,92,,Champagne,Champagne,,Champagne Blend,Aubry
France,92,65,Champagne,Champagne,,Champagne Blend,Ayala
US,92,75,California,Napa Valley,Napa,Cabernet Sauvignon,Hall
US,92,28,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Franc,Walla Walla Vintners
US,91,42,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Efeste
US,91,34,California,Sonoma Coast,Sonoma,Pinot Noir,Failla
US,91,55,California,Napa Valley,Napa,Cabernet Sauvignon,Frazier
US,91,36,Washington,Washington,Washington Other,Chardonnay,Abeja
France,91,,Champagne,Champagne,,Champagne Blend,Beaumont des Crayères
Italy,91,67,Veneto,Amarone della Valpolicella Classico,,"Corvina, Rondinella, Molinara",Le Salette
US,91,30,Washington,Columbia Valley (WA),Columbia Valley,Sauvignon Blanc,Matthews
US,91,30,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Matthews Estate
US,91,55,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Pedestal
US,85,45,California,Alexander Valley,Sonoma,Bordeaux-style Red Blend,Eric Guerra
Argentina,85,10,Mendoza Province,Mendoza,,Pinot Noir,Finca la Celia
US,85,65,California,Monterey County,Central Coast,Chardonnay,Talbott
Argentina,85,16,Mendoza Province,Mendoza,,Chardonnay,Tapiz
US,85,45,California,Santa Cruz Mountains,Central Coast,Meritage,Thomas Fogarty
US,85,35,California,Sonoma Valley,Sonoma,Chardonnay,Highway 12
US,85,40,California,Sonoma County,Sonoma,Chardonnay,Huge Bear
US,85,20,California,Napa Valley,Napa,Riesling,Jana
US,85,36,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Maryhill
US,85,20,California,Dry Creek Valley,Sonoma,Chardonnay,Handley
US,85,22,California,Napa Valley,Napa,Cabernet Sauvignon,Bridgeway
US,85,55,California,Russian River Valley,Sonoma,Chardonnay,Rutz
US,85,42,California,Santa Maria Valley,Central Coast,Pinot Noir,Sierra Madre
US,85,12,Washington,Columbia Valley (WA),Columbia Valley,Riesling,Snoqualmie
US,85,28,California,Santa Barbara County,Central Coast,Rhône-style Red Blend,Tercero
US,85,25,California,Alexander Valley,Sonoma,Chardonnay,Hawkes
US,85,33,California,Russian River Valley,Sonoma,Pinot Noir,Hawley
France,85,60,Champagne,Champagne,,Champagne Blend,Beaumont des Crayères
France,85,69,Champagne,Champagne,,Chardonnay,Besserat de Bellefon
US,85,8,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Columbia Crest
US,85,24,California,Sonoma,Sonoma,Pinot Noir,MacMurray Ranch
France,85,,Champagne,Champagne,,Champagne Blend,Marc Hebrart
US,85,25,California,Lodi,Central Valley,Cabernet Sauvignon,Mettler Family Vineyards
France,85,200,Champagne,Champagne,,Champagne Blend,Nicolas Feuillatte
US,85,40,California,Russian River Valley,Sonoma,Chardonnay,Rutz
US,93,48,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Sparkman
US,93,75,Washington,Horse Heaven Hills,Columbia Valley,Cabernet Sauvignon,Passing Time
US,93,27,California,Spring Mountain District,Napa,Riesling,Smith-Madrone
US,93,50,California,Sonoma Valley,Sonoma,Chardonnay,Three Sticks
Italy,93,48,Tuscany,Brunello di Montalcino,,Sangiovese,Abbadia Ardenga
US,93,45,Washington,Yakima Valley,Columbia Valley,Grenache,B. Leighton
US,93,55,California,Anderson Valley,,Pinot Noir,Balo
France,93,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château de Fieuzal
France,93,,Bordeaux,Barsac,,Bordeaux-style White Blend,Château Doisy-Daëne
France,93,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Quintus
France,93,49,Bordeaux,Sauternes,,Bordeaux-style White Blend,Clos Haut-Peyraguey
France,93,,Bordeaux,Saint-Julien,,Bordeaux-style Red Blend,Croix de Beaucaillou
Italy,93,60,Tuscany,Brunello di Montalcino,,Sangiovese,La Fortuna
US,93,70,California,Russian River Valley,Sonoma,Pinot Noir,Gary Farrell
Italy,93,67,Tuscany,Brunello di Montalcino,,Sangiovese,Gianni Brunelli
US,93,80,California,Napa Valley,Napa,Cabernet Sauvignon,Guarachi Family
Italy,93,125,Tuscany,Brunello di Montalcino,,Sangiovese,Altesino
US,93,60,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Avennia
US,93,43,California,Santa Lucia Highlands,Central Coast,Syrah,Carlisle
France,93,,Bordeaux,Pauillac,,Bordeaux-style Red Blend,Château La Fleur Peyrabon
France,93,,Bordeaux,Sauternes,,Bordeaux-style White Blend,Château la Tour Blanche
France,93,35,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château Le Crock
France,87,,Provence,Côtes de Provence,,Rosé,Domaine Sainte Lucie
Austria,87,20,Wachau,,,Riesling,Domäne Wachau
Italy,87,,Northeastern Italy,Trentino,,Cabernet,Dorigati
US,87,40,California,Santa Barbara County,Central Coast,Rhône-style Red Blend,Epiphany
Italy,87,20,Northeastern Italy,Alto Adige,,Kerner,Abbazia di Novacella
Spain,87,9,Levante,Jumilla,,Monastrell,Bodegas Luzón
South Africa,87,15,Coastal Region,,,Chenin Blanc,Boschendal
Italy,87,17,Northeastern Italy,Alto Adige,,Pinot Grigio,Cantina Produttori Bolzano S. Maddalena/Gries
Spain,87,18,Northern Spain,Cigales,,Tempranillo,Val de Los Frailes
Italy,87,30,Sicily & Sardinia,Vermentino di Sardegna,,Vermentino,Pala
Italy,87,15,Sicily & Sardinia,Vermentino di Sardegna,,Vermentino,Pala
South Africa,87,26,Stellenbosch,,,Chenin Blanc,Post House
Spain,87,14,Northern Spain,Ribera del Duero,,Rosé,Pradorey
US,87,11,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon-Syrah,Charles & Charles
France,87,34,Rhône Valley,Côtes du Rhône,,Rhône-style Red Blend,Clos de l'Hermitage
France,87,15,Rhône Valley,Côtes du Rhône,,Grenache-Syrah,Domaine Fond Croze
South Africa,87,13,Stellenbosch,,,Chenin Blanc,Dornier
US,87,24,California,Paso Robles,Central Coast,Rhône-style White Blend,Eberle
Italy,87,,Sicily & Sardinia,Isola dei Nuraghi,,Red Blend,Pala
Italy,87,,Sicily & Sardinia,Cannonau di Sardegna,,Cannonau,Sella & Mosca
Italy,87,16,Northeastern Italy,Alto Adige,,Lagrein,St. Pauls
US,87,42,California,Happy Canyon of Santa Barbara,Central Coast,Red Blend,Star Lane Vineyard
US,87,25,California,Santa Ynez Valley,Central Coast,Viognier,Ampelos
US,87,40,California,Sonoma Valley,Sonoma,Zinfandel,Arrowhead Mountain
US,87,40,California,Russian River Valley,Sonoma,Syrah,Arrowood
France,87,16,Rhône Valley,,,Rhône-style Red Blend,Vignobles La Coterie
Spain,87,8,Levante,Alicante,,Monastrell,Volver
Austria,87,19,Kremstal,,,Riesling,Winzer Krems
France,87,18,Provence,Côtes de Provence,,Rosé,Xavier Flouret
Italy,87,28,Northeastern Italy,Alto Adige,,Grüner Veltliner,Abbazia di Novacella
Italy,86,16,Veneto,Valpolicella Classico Superiore,,Red Blend,Tommasi
Spain,86,9,Northern Spain,Navarra,,Red Blend,Príncipe de Viana
US,86,9,California,California,California Other,Cabernet Sauvignon,Alias
US,86,38,California,Bennett Valley,Sonoma,Pinot Noir,Bennett Valley Cellars
US,86,25,California,Sonoma Coast,Sonoma,Zinfandel,Blanchard Family
US,86,20,Virginia,Virginia,,White Blend,White Hall
Italy,86,,Veneto,Valpolicella Ripasso,,Red Blend,Cantina di Soave
Italy,86,,Veneto,Valpolicella Ripasso,,Red Blend,Cantina di Soave
France,86,,Burgundy,Mâcon-Loché,,Chardonnay,Cave des Grands Crus Blancs
France,86,12,Southwest France,Côtes de Gascogne,,Sauvignon Blanc,Domaine du Tariquet
France,86,29,Burgundy,Givry,,Pinot Noir,Domaines Devillard
Spain,86,12,Catalonia,Cava,,Sparkling Blend,Freixenet
Italy,86,21,Veneto,Valpolicella Classico Superiore Ripasso,,Red Blend,Giuseppe Lonardi
US,86,37,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Hanna
US,86,26,Virginia,Virginia,,Meritage,CrossKeys
Spain,86,14,Northern Spain,Rioja,,Rosé,Dinastía Vivanco
France,86,21,Burgundy,Saint-Véran,,Chardonnay,Domaine du Chalet Pouilly
France,86,23,Languedoc-Roussillon,Côtes du Roussillon,,Rhône-style Red Blend,Domaine Grier
Argentina,86,25,Mendoza Province,Mendoza,,Malbec,Don Miguel Gascón
US,86,11,Washington,Columbia Valley (WA),Columbia Valley,Riesling,Hogue
US,86,13,Washington,Ancient Lakes,Columbia Valley,Pinot Gris,Jones of Washington
US,86,15,Washington,Columbia Valley (WA),Columbia Valley,Rhône-style Red Blend,Kana
US,86,20,California,Russian River Valley,Sonoma,Pinot Gris,MacMurray Ranch
US,86,20,California,Paso Robles,Central Coast,Zinfandel,Maddalena
US,86,38,California,California,California Other,Red Blend,Aver Family Vineyards
Italy,86,18,Veneto,Valpolicella Classico Superiore Ripasso,,Red Blend,Bolla
US,86,28,California,Santa Ynez Valley,Central Coast,Cabernet Sauvignon,Brander
US,86,30,California,Sonoma County-Napa County,Napa-Sonoma,Sparkling Blend,Chandon
US,86,25,California,Sonoma County,Sonoma,Pinot Noir,Alouette
Argentina,86,50,Mendoza Province,Tupungato,,Cabernet Franc,Andeluna
South Africa,87,45,Robertson,,,Chardonnay,Danie de Wet
Chile,87,8,Colchagua Valley,,,White Blend,Estampa
US,87,14,Oregon,Oregon,Oregon Other,Pinot Noir,Firesteed
Australia,87,15,South Australia,Limestone Coast,,Shiraz,Greg Norman Estates
US,87,15,Oregon,Oregon,Oregon Other,Pinot Gris,Silvan Ridge
US,87,12,California,California,California Other,Red Blend,Stevenot
Greece,87,12,Thraki,,,Mavroudi,Tsantali
Italy,87,14,Central Italy,Verdicchio dei Castelli di Jesi Classico Superiore,,Verdicchio,Umani Ronchi
US,87,42,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Lemelson
Italy,87,15,Veneto,Veneto,,White Blend,Masi
Australia,87,12,New South Wales,Hunter Valley,,Shiraz,Hope Estate
Chile,87,15,Casablanca Valley,,,Chardonnay,Arboleda
Australia,87,9,Western Australia,Western Australia,,Red Blend,Ironberry
Italy,86,10,Southern Italy,Basilicata,,Muscat,Cantina di Venosa
Chile,86,14,Casablanca Valley,,,Sauvignon Blanc,Cono Sur
US,86,14,Oregon,Oregon,Oregon Other,Pinot Gris,Erath
South Africa,86,14,Paarl,,,Pinotage,Fairview
US,86,15,California,Central Coast,Central Coast,Pinot Grigio,Martin & Weyrich
Chile,86,9,Maipo Valley,,,Malbec,Santa Alicia
Italy,86,16,Central Italy,Orvieto,,White Blend,Sergio Mottura
Germany,86,15,Rheingau,,,Riesling,Baron Knyphausen
US,86,13,California,California,California Other,Cabernet Sauvignon,Tin Roof
Germany,86,14,Mosel-Saar-Ruwer,,,Riesling,Rudolf Müller
Germany,86,11,Mosel-Saar-Ruwer,,,Riesling,S.A. Prüm
Italy,86,8,Northeastern Italy,Vigneti delle Dolomiti,,Chardonnay,Mezzacorona
France,89,40,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Labégorce Margaux
France,89,34,Bordeaux,Fronsac,,Bordeaux-style Red Blend,Château Renard Mondesir
